,Engagements,Followers at Posting,Date,Day,Month,Day,Time,Hour,Hour_bucket,Type,Description,unique_word_count,character_count,Tag_Number,Hashtag_Number,Hashtags,Tags
276,,33589327,1/5/2019,Saturday,1,5,1:03,1,1,Video,@ygtrece (37p 8r) and @russwest44 (31p 9r 7a) lead the @okcthunder to victory in Portland!,31,90,3,0,[],"['@ygtrece', '@russwest44', '@okcthunder']"
277,,33556925,1/4/2019,Friday,1,4,3:32,3,2,Video,"@demar_derozan puts up 21 points, 14 rebounds & 11 assists for his first triple-double!",27,87,1,0,[],['@demar_derozan']
278,,33556925,1/4/2019,Friday,1,4,1:17,1,1,Photo,@jharden13 records his 5th triple-double of the season for the @houstonrockets with 44p/15a/10r! #TripleDoubleAlert,33,115,2,1,['#TripleDoubleAlert'],"['@jharden13', '@houstonrockets']"
279,,33556925,1/3/2019,Thursday,1,3,20:36,20,7,Video,"The @houstonrockets move the ball! #NBABreakdown
...
??: ROCKETS/WARRIORS
?: 10:30pm/et
??: @nbaontnt",42,101,2,1,['#NBABreakdown'],"['@houstonrockets', '@nbaontnt']"
280,,33529685,1/2/2019,Wednesday,1,2,22:32,22,8,Video,Like a light! (??: coming up on ESPN),25,37,0,0,[],[]
281,,33498380,1/1/2019,Tuesday,1,1,22:25,22,8,Video,@divincenzo9 to @planetpat5 ????,17,32,2,0,[],"['@divincenzo9', '@planetpat5']"
282,,33441348,12/31/2018,Monday,12,31,9:02,9,4,Album,?? all the angles as @evanfournier10 floats in the #TissotBuzzerBeater for the @orlandomagic W!,28,95,2,1,['#TissotBuzzerBeater'],"['@evanfournier10', '@orlandomagic']"
283,,33441348,12/30/2018,Sunday,12,30,23:14,23,8,Video,???? @jhart ????,8,16,1,0,[],['@jhart']
284,,33441348,12/30/2018,Sunday,12,30,20:21,20,7,Video,@ygtrece with the windmill in Dallas!,19,37,1,0,[],['@ygtrece']
285,,33409078,12/30/2018,Sunday,12,30,12:10,12,5,Video,We celebrate @kingjamesí 34th birthday with his best handles! #NBABDAY,31,70,1,1,['#NBABDAY'],['@kingjamesí']
286,,33409078,12/29/2018,Saturday,12,29,23:52,23,8,Video,"@damianlillard, so smooth!",15,26,1,0,[],"['@damianlillard,']"
287,,33409078,12/29/2018,Saturday,12,29,23:33,23,8,Video,@jmglitxh27 goes off for 46p/8a/6r in the @nuggets W!,27,53,2,0,[],"['@jmglitxh27', '@nuggets']"
288,,33409078,12/29/2018,Saturday,12,29,22:45,22,8,Video,??@suns rookie @deandreayton goes off for 24 points in the second quarter! #NBARooks,29,84,2,1,['#NBARooks'],"['@suns', '@deandreayton']"
289,,33409078,12/29/2018,Saturday,12,29,20:24,20,7,Video,@jaytatum0 punches home the miss!,18,33,1,0,[],['@jaytatum0']
290,,33381382,12/28/2018,Friday,12,28,21:56,21,8,Video,@desmith4 punches it home for the @dallasmavs!,21,46,2,0,[],"['@desmith4', '@dallasmavs!']"
291,,33351209,12/28/2018,Friday,12,28,0:46,0,1,Photo,Curry x Curry! #ThisIsWhyWePlay,18,31,0,1,['#ThisIsWhyWePlay'],[]
292,,33321487,12/27/2018,Thursday,12,27,1:37,1,1,Album,"10 games, 10 winners in Wednesdayís NBA action!",24,47,0,0,[],[]
293,,33321487,12/26/2018,Wednesday,12,26,20:59,20,7,Video,@3tross1 after the whistle!,16,27,1,0,[],['@3tross1']
294,,33289443,12/26/2018,Wednesday,12,26,2:42,2,1,Video,@kyrieirving... coming through clutch on Christmas! #NBAXmas,27,60,1,1,['#NBAXmas'],['@kyrieirving...']
295,,33289443,12/25/2018,Tuesday,12,25,23:06,23,8,Video,@spidadmitchell with the athletic finish! #NBAXmas (??: ESPN),29,61,1,1,['#NBAXmas'],['@spidadmitchell']
296,,33289443,12/25/2018,Tuesday,12,25,21:14,21,8,Video,The @lakers out & running! #NBAXmas (??: ABC/ESPN),33,50,1,1,['#NBAXmas'],['@lakers']
297,,33258489,12/25/2018,Tuesday,12,25,16:02,16,6,Video,?? for the #NBAXmas win! ??,20,27,0,1,['#NBAXmas'],[]
298,,33258489,12/25/2018,Tuesday,12,25,14:28,14,5,Video,@giannis_an34 puts up 30p/14r for the @bucks in his #NBAXmas debut!,32,67,2,1,['#NBAXmas'],"['@giannis_an34', '@bucks']"
299,,33258489,12/25/2018,Tuesday,12,25,3:39,3,2,Video,??A festive @kingjames arrives in San Francisco for #NBAXmas action (8:00pm/et ABC & ESPN)! ??,37,94,1,1,['#NBAXmas'],['@kingjames']
300,,33232114,12/23/2018,Sunday,12,23,20:00,20,7,Video,"When @vicoladipo won the #KiaMIP Award, he was given a brand-new ??... Tonight, he surprised Renita Hills, a domestic violence survivor who now works with @juliancenter, with the keys to that car! #ThisIsWhyWePlay",39,213,2,2,"['#KiaMIP', '#ThisIsWhyWePlay']","['@vicoladipo', '@juliancenter,']"
301,,33208344,12/23/2018,Sunday,12,23,19:43,19,7,Video,Surprise! #HoopsForTroops #ThisIsWhyWePlay,21,42,0,2,"['#HoopsForTroops', '#ThisIsWhyWePlay']",[]
302,,33208344,12/22/2018,Saturday,12,22,23:01,23,8,Photo,@iamjustise was pumped.... for @jrich_0 to throw it down!,23,57,2,0,[],"['@iamjustise', '@jrich_0']"
303,,33186653,12/22/2018,Saturday,12,22,0:40,0,1,Photo,@kingjames secures his 3rd triple-double of the season for the @lakers with 18p/14a/10r! #TripleDoubleAlert,35,107,2,1,['#TripleDoubleAlert'],"['@kingjames', '@lakers']"
304,,33186653,12/21/2018,Friday,12,21,23:32,23,8,Video,@zo ?? @kuz (??: ESPN),14,22,2,0,[],"['@zo', '@kuz']"
305,,33186653,12/21/2018,Friday,12,21,22:48,22,8,Video,@jaren hammers it home with the left for the @memgrizz!,19,55,2,0,[],"['@jaren', '@memgrizz!']"
306,,33186653,12/21/2018,Friday,12,21,21:17,21,8,Video,Wait for it....,9,15,0,0,[],[]
307,,33186653,12/21/2018,Friday,12,21,20:40,20,7,Video,@giannis_an34 powers it home with two! (??: ESPN),27,49,1,0,[],['@giannis_an34']
308,,33186653,12/21/2018,Friday,12,21,20:25,20,7,Video,@nvonleh RISES UP for the @nyknicks!,23,36,2,0,[],"['@nvonleh', '@nyknicks!']"
309,,33165248,12/21/2018,Friday,12,21,12:39,12,5,Album,?? the #NBARooks stat leaders heading into tonightís action!,23,60,0,1,['#NBARooks'],[]
310,,33165248,12/20/2018,Thursday,12,20,22:53,22,8,Video,@dwyanewade (10p/3a) walks off with 101-99 @miamiheat W! #OneLastDance,33,70,2,1,['#OneLastDance'],"['@dwyanewade', '@miamiheat']"
311,,33142840,12/20/2018,Thursday,12,20,0:21,0,1,Photo,@russwest44 notches his 8th triple-double of the season for the @okcthunder with 19p/17a/11r! #TripleDoubleAlert,32,112,2,1,['#TripleDoubleAlert'],"['@russwest44', '@okcthunder']"
312,,33120293,12/19/2018,Wednesday,12,19,7:46,7,3,Album,?? all the angles of @larrydn7ís #TissotBuzzerBeater for the @cavs win!,28,71,2,1,['#TissotBuzzerBeater'],"['@larrydn7ís', '@cavs']"
313,,33120293,12/18/2018,Tuesday,12,18,19:54,19,7,Video,@kuz takes flight for the @lakers in Brooklyn! (??: @nbatv),26,59,3,0,[],"['@kuz', '@lakers', '@nbatv)']"
314,,33096993,12/18/2018,Tuesday,12,18,0:56,0,1,Video,"@stephencurry30 with the save, @klaythompson with the triple!",24,61,2,0,[],"['@stephencurry30', '@klaythompson']"
315,,33096993,12/17/2018,Monday,12,17,22:30,22,8,Video,The pass or the finish??,14,24,0,0,[],[]
316,,33073235,12/17/2018,Monday,12,17,15:55,15,6,Video,@johnwall or @marcgasol... who had your favorite assist of the week? #StateFarmAssists,29,86,2,1,['#StateFarmAssists'],"['@johnwall', '@marcgasol...']"
317,,33045112,12/16/2018,Sunday,12,16,18:57,18,7,Video,@johnwall threads the needle to @samdek7!,18,41,2,0,[],"['@johnwall', '@samdek7!']"
318,,33045112,12/15/2018,Saturday,12,15,22:17,22,8,Photo,@jharden13 notches back-to-back triple-doubles with 32p/12r/10a for the @houstonrockets! #TripleDoubleAlert,32,107,2,1,['#TripleDoubleAlert'],"['@jharden13', '@houstonrockets!']"
319,,33045112,12/15/2018,Saturday,12,15,21:04,21,8,Photo,@kingjames (24/12/11) and @zo (16/10/10) become the first teammates since 2007 (J.Kidd & V.Carter) to record triple-doubles in the same game! #TripleDoubleAlert,44,160,2,1,['#TripleDoubleAlert'],"['@kingjames', '@zo']"
320,,33045112,12/15/2018,Saturday,12,15,20:42,20,7,Video,@zo splits the defense for the @lakers SLAM!,22,44,2,0,[],"['@zo', '@lakers']"
321,,33045112,12/15/2018,Saturday,12,15,20:01,20,7,Video,????,1,4,0,0,[],[]
322,,33019494,12/15/2018,Saturday,12,15,16:32,16,6,Video,@spidadmitchell (20.8 PPG) hits the floor for #NBAenMexico action! @utahjazz vs. @orlandomagic at 5pm/et on @nbatv.,40,115,4,1,['#NBAenMexico'],"['@spidadmitchell', '@utahjazz', '@orlandomagic', '@nbatv.']"
323,,32998922,12/14/2018,Friday,12,14,8:37,8,3,Video,"Season #21 with the @dallasmavs is underway for @swish41, the most ever for a player with one team!",27,99,2,1,['#21'],"['@dallasmavs', '@swish41,']"
324,,32998922,12/13/2018,Thursday,12,13,23:50,23,8,Video,@swish41 gets on the board for the @dallasmavs in his 21st season! (??: @nbaontnt),27,82,3,0,[],"['@swish41', '@dallasmavs', '@nbaontnt)']"
325,,32998922,12/13/2018,Thursday,12,13,22:34,22,8,Photo,@jharden13 notches his second triple-double of the season for the @houstonrockets with 50p/11a/10r! #TripleDoubleAlert,32,118,2,1,['#TripleDoubleAlert'],"['@jharden13', '@houstonrockets']"
326,,32974347,12/12/2018,Wednesday,12,12,23:07,23,8,Video,@lukadoncic with the SWAT! #NBARooks,25,36,1,1,['#NBARooks'],['@lukadoncic']
327,,32974347,12/12/2018,Wednesday,12,12,21:40,21,8,Video,@kyrieirving with the slick dime!,19,33,1,0,[],['@kyrieirving']
328,,32954975,12/12/2018,Wednesday,12,12,19:11,19,7,Video,"@stephencurry30 from way downtown, BANG!
...
??: @raptors/@warriors
?: 10:30pm/et
??: ESPN",36,90,3,0,[],"['@stephencurry30', '@raptors/@warriors']"
329,,32928341,12/11/2018,Tuesday,12,11,19:14,19,7,Video,"The @houstonrockets turn defense into offense! #NBABreakdown
...
??: BLAZERS/ROCKETS
?: 8:00pm/et
??: @nbatv",42,108,2,1,['#NBABreakdown'],"['@houstonrockets', '@nbatv']"
330,,32897843,12/10/2018,Monday,12,10,23:58,23,8,Video,@money23green finds @klaythompson to beat the buzzer!,25,53,2,0,[],"['@money23green', '@klaythompson']"
331,,32897843,12/10/2018,Monday,12,10,11:15,11,4,Video,?Reigning Eastern Conference Kia NBA Rookie of the Month @traeyoung works on operating off the pick and roll! #HawksAllAccess ?,33,127,1,1,['#HawksAllAccess'],['@traeyoung']
332,,32834761,12/8/2018,Saturday,12,8,19:05,19,7,Photo,Join us in wishing @dwighthoward of the @washwizards a HAPPY 33rd BIRTHDAY! #NBABDAY,31,84,2,1,['#NBABDAY'],"['@dwighthoward', '@washwizards']"
333,,32806753,12/7/2018,Friday,12,7,22:33,22,8,Video,@laurimarkkanenís runner wins it for the @chicagobulls!!,22,56,2,0,[],"['@laurimarkkanenís', '@chicagobulls!!']"
334,,32806753,12/7/2018,Friday,12,7,20:47,20,7,Video,Kawhi Leonard with the SAVE & SLAM for the @raptors!,24,52,1,0,[],['@raptors!']
335,,32806753,12/7/2018,Friday,12,7,16:55,16,6,Album,?? the #NBARooks STAT LEADERS heading into tonightís action ....what stands out?,28,80,0,1,['#NBARooks'],[]
336,,32806753,12/7/2018,Friday,12,7,14:44,14,5,Video,"The @detroitpistons move the ball for the open shot! #NBABreakdown ...
??: SIXERS/PISTONS
?: 7:00pm/et
??: ESPN",40,111,1,1,['#NBABreakdown'],['@detroitpistons']
337,,32778066,12/6/2018,Thursday,12,6,11:21,11,4,Video,"The wizardry of @kyrieirving takes centerstage!
...
??: KNICKS/CELTICS
?: 8:00pm/et ??: @nbaontnt",39,97,2,0,[],"['@kyrieirving', '@nbaontnt']"
338,,32743375,12/5/2018,Wednesday,12,5,20:23,20,7,Video,Bring it in! @kyle_lowry7 x @jimmybutler. @raptors vs. @sixers on ESPN NOW! #TorontoAllAccess,37,93,4,1,['#TorontoAllAccess'],"['@kyle_lowry7', '@jimmybutler.', '@raptors', '@sixers']"
339,,32743375,12/5/2018,Wednesday,12,5,11:31,11,4,Video,???? BEWARE of THE KLAW! ????,14,29,0,0,[],[]
340,,32714847,12/4/2018,Tuesday,12,4,23:22,23,8,Video,"Welcome back, @kkorv26!",17,23,1,0,[],['@kkorv26!']
341,,32687011,12/3/2018,Monday,12,3,15:44,15,6,Video,@traeyoung of the @atlhawks named Eastern  Conference Kia NBA Rookie of the Month for Oct/Nov! #KiaROTM,35,103,2,1,['#KiaROTM'],"['@traeyoung', '@atlhawks']"
342,,32652248,12/3/2018,Monday,12,3,2:32,2,1,Video,"Monster numbers for @antdavis23... 36 points, 19 rebounds & 8 assists in the @pelicansnba road W!",32,97,2,0,[],"['@antdavis23...', '@pelicansnba']"
343,,32652248,12/2/2018,Sunday,12,2,20:34,20,7,Video,@jimmybutler steps back for the clutch @sixers bucket!,22,54,2,0,[],"['@jimmybutler', '@sixers']"
344,,32591839,12/1/2018,Saturday,12,1,11:10,11,4,Photo,"Over 62,000 points... @kingjames ?? @swish41 #ThisIsWhyWePlay",34,61,2,1,['#ThisIsWhyWePlay'],"['@kingjames', '@swish41']"
345,,32591839,11/30/2018,Friday,11,30,19:26,19,7,Video,@bensimmons dumps it off to @joelembiid for the @sixers triple!,20,63,3,0,[],"['@bensimmons', '@joelembiid', '@sixers']"
346,,32591839,11/30/2018,Friday,11,30,19:23,19,7,Video,"The @nuggets move the ball for easy points in the paint! #NBABreakdown
...
??: NUGGETS/BLAZERS
?: 10:30pm/et ??: ESPN",45,117,1,1,['#NBABreakdown'],['@nuggets']
347,,32567163,11/29/2018,Thursday,11,29,22:35,22,8,Video,"It didnít count, but @kyle_lowry7 drops in the finger roll from just inside the 3-point line! (??: @nbaontnt)",36,109,2,0,[],"['@kyle_lowry7', '@nbaontnt)']"
348,,32567163,11/29/2018,Thursday,11,29,20:19,20,7,Video,@kyle_lowry7 leads the league leading @raptors for game time on @nbaontnt! #WeTheNorth,29,86,3,1,['#WeTheNorth'],"['@kyle_lowry7', '@raptors', '@nbaontnt!']"
349,,32543370,11/28/2018,Wednesday,11,28,22:20,22,8,Video,@russwest44 gifts his #NBAKicks! #ThisIsWhyWePlay,28,49,1,2,"['#NBAKicks!', '#ThisIsWhyWePlay']",['@russwest44']
350,,32494670,11/26/2018,Monday,11,26,22:43,22,8,Photo,#HeadbandHarden puts up BIG numbers for the @houstonrockets!,24,60,1,1,['#HeadbandHarden'],['@houstonrockets!']
351,,32494670,11/26/2018,Monday,11,26,20:11,20,7,Video,@joeingles7 the trick-shot specialist!,20,38,1,0,[],['@joeingles7']
352,,32466530,11/25/2018,Sunday,11,25,21:33,21,8,Video,@dwyanewade puts up a @miamiheat record 35 points off the bench! #OneLastDance,27,78,2,1,['#OneLastDance'],"['@dwyanewade', '@miamiheat']"
353,,32466530,11/25/2018,Sunday,11,25,21:31,21,8,Video,@emmanuelmudiay crushes home the FILTHY SLAM for the @nyknicks!,29,63,2,0,[],"['@emmanuelmudiay', '@nyknicks!']"
354,,32441624,11/25/2018,Sunday,11,25,0:30,0,1,Video,@easymoneysniper puts in a season-high 44 to lead the @warriors at home!,22,72,2,0,[],"['@easymoneysniper', '@warriors']"
355,,32441624,11/24/2018,Saturday,11,24,22:23,22,8,Video,@jmglitxh27 goes up & under!,22,28,1,0,[],['@jmglitxh27']
356,,32441624,11/24/2018,Saturday,11,24,20:40,20,7,Video,@jharden13 controls the dribble to the bucket!,21,46,1,0,[],['@jharden13']
357,,32414357,11/24/2018,Saturday,11,24,1:18,1,1,Album,Swipe through to recap a BUSY 14-game Friday around the Association!,28,68,0,0,[],[]
358,,32414357,11/23/2018,Friday,11,23,23:10,23,8,Video,@damianlillard splits the defense for the SLAM!,21,47,1,0,[],['@damianlillard']
359,,32414357,11/23/2018,Friday,11,23,22:23,22,8,Video,@emmanuelmudiay extends the @nyknicks lead late!,18,48,2,0,[],"['@emmanuelmudiay', '@nyknicks']"
360,,32414357,11/23/2018,Friday,11,23,21:29,21,8,Video,@godzgift_30 throws down a pair of VICIOUS SLAMS off @russwest44 dishes!,32,72,2,0,[],"['@godzgift_30', '@russwest44']"
361,,32414357,11/23/2018,Friday,11,23,16:44,16,6,Video,Droppiní dimes.. @mac11 dishes 10 assists in the 2nd quarter in LA!,26,67,1,0,[],['@mac11']
362,,32414357,11/23/2018,Friday,11,23,14:04,14,5,Video,"@zo covers serious ground for the @lakers before forcing the steal! #NBABreakdown
...
??:JAZZ/LAKERS
?:10:30pm/et ??:@NBATV",46,123,3,1,['#NBABreakdown'],"['@zo', '@lakers', '@NBATV']"
363,,32351930,11/22/2018,Thursday,11,22,0:33,0,1,Video,"@kyle_lowry7 puts up 21 points, 17 assists & 12 rebounds for his 13th career triple-double in the @raptors W!",31,109,2,0,[],"['@kyle_lowry7', '@raptors']"
364,,32351930,11/21/2018,Wednesday,11,21,21:27,21,8,Video,@desmith4 takes flight with two for the @dallasmavs!,20,52,2,0,[],"['@desmith4', '@dallasmavs!']"
365,,32351930,11/21/2018,Wednesday,11,21,18:48,18,7,Album,@kingjames prepares for tonightís @Lakers action in Cleveland (8pm/et @nbaonespn)!,30,82,3,0,[],"['@kingjames', '@Lakers', '@nbaonespn)!']"
366,,32351930,11/21/2018,Wednesday,11,21,15:02,15,6,Video,"?? Ahead of tonightís @okcthunder action (10:30pm/et ESPN), listen in to @stevenadams micíd up through the years! ??",38,116,2,0,[],"['@okcthunder', '@stevenadams']"
367,,32325057,11/20/2018,Tuesday,11,20,22:17,22,8,Album,"The @raptors, @washwizards, @trailblazers and @brooklynnets each WIN on Tuesday!",27,80,4,0,[],"['@raptors,', '@washwizards,', '@trailblazers', '@brooklynnets']"
368,,32325057,11/20/2018,Tuesday,11,20,11:56,11,4,Video,?? The best of @_kw15ís last two games... 60p & 43p for the @hornets!,31,69,2,0,[],"['@_kw15ís', '@hornets!']"
369,,32295294,11/20/2018,Tuesday,11,20,0:45,0,1,Album,Swipe through to recap Mondayís nine games!,22,43,0,0,[],[]
370,,32295294,11/19/2018,Monday,11,19,22:46,22,8,Video,@atlhawks rook @traeyoung scores 25 & dishes 17 assists!,25,56,2,0,[],"['@atlhawks', '@traeyoung']"
371,,32295294,11/19/2018,Monday,11,19,21:39,21,8,Video,"@theofficialai3 welcoming in the newest member of the @sixers, @jimmybutler! #ThisIsWhyWePlay",30,93,3,1,['#ThisIsWhyWePlay'],"['@theofficialai3', '@sixers,', '@jimmybutler!']"
372,,32266494,11/18/2018,Sunday,11,18,18:23,18,7,Photo,@kingjames takes flight in Miami!,17,33,1,0,[],['@kingjames']
373,,32239837,11/17/2018,Saturday,11,17,22:13,22,8,Video,@jimmybutler wanted it... the block on one end then the @sixers game-winner on the other!!,26,90,2,0,[],"['@jimmybutler', '@sixers']"
374,,32239837,11/17/2018,Saturday,11,17,18:48,18,7,Photo,The @brooklynnets debut their 2018 #NIKExNBA City Edition uni! (TAP to SHOP),37,76,1,1,['#NIKExNBA'],['@brooklynnets']
375,,32210749,11/17/2018,Saturday,11,17,1:40,1,1,Video,@antdavis23 puts up 43 points and 17 boards to lead the @pelicansnba comeback!,26,78,2,0,[],"['@antdavis23', '@pelicansnba']"
376,,32210749,11/16/2018,Friday,11,16,23:48,23,8,Video,@kyrieirving goes off for 43 points & 11 assists tonlead the @celtics to OT W!,28,78,2,0,[],"['@kyrieirving', '@celtics']"
377,,32210749,11/16/2018,Friday,11,16,20:39,20,7,Album,The @washwizards & @timberwolves debut their 2018 #NIKExNBA City Edition unis! (TAP to SHOP),42,92,2,1,['#NIKExNBA'],"['@washwizards', '@timberwolves']"
378,,32210749,11/16/2018,Friday,11,16,20:17,20,7,Photo,"Party like itís 1999.? ?WELCOME BACK, KG!!! ??? (repost @timberwolves)",37,70,1,0,[],['@timberwolves)']
379,,32210749,11/16/2018,Friday,11,16,20:15,20,7,Video,@jimmybutler cuts for the reverse oop!,20,38,1,0,[],['@jimmybutler']
380,,32210749,11/16/2018,Friday,11,16,13:59,13,5,Album,?? the #NBARooks STAT LEADERS through last nightís action ....any surprises?,30,76,0,1,['#NBARooks'],[]
381,,32210749,11/16/2018,Friday,11,16,12:17,12,5,Video,"?? Kawhi & @greenranger14 hustle back for the double-block! #NBABreakdown
...
??:@raptors/@celtics
?:7:00pm/et ??:ESPN",42,118,3,1,['#NBABreakdown'],"['@greenranger14', '@raptors/@celtics']"
382,,32185058,11/16/2018,Friday,11,16,1:28,1,1,Album,"The @houstonrockets, @nuggets and @laclippers are each victorious in Thursdayís action!",24,87,3,0,[],"['@houstonrockets,', '@nuggets', '@laclippers']"
383,,32163953,11/15/2018,Thursday,11,15,1:45,1,1,Album,Swipe through to recap a busy night around The Association!,22,59,0,0,[],[]
384,,32163953,11/15/2018,Thursday,11,15,1:11,1,1,Video,ìItís all about hard work.î @kingjames (44p/10r/9a/@lakers W) walks off as the 5th leading scorer in @nbahistory! #ThisIsWhyWePlay,42,130,3,1,['#ThisIsWhyWePlay'],"['@kingjames', '@lakers', '@nbahistory!']"
385,,32163953,11/15/2018,Thursday,11,15,0:14,0,1,Video,@kingjames on both ends!!,17,25,1,0,[],['@kingjames']
386,,32163953,11/14/2018,Wednesday,11,14,22:29,22,8,Photo,?????? #NBACelebRow,13,19,0,1,['#NBACelebRow'],[]
387,,32163953,11/14/2018,Wednesday,11,14,21:39,21,8,Video,@desmith4 hands for the dime to @hbarnes!,17,41,2,0,[],"['@desmith4', '@hbarnes!']"
388,,32163953,11/14/2018,Wednesday,11,14,11:47,11,4,Video,"@kingjames uses the glass! ...
(??: @trailblazers/@lakers ?:10:30pm/et ??:ESPN)",34,79,3,0,[],"['@kingjames', '@trailblazers/@lakers']"
389,,32132900,11/13/2018,Tuesday,11,13,23:01,23,8,Video,?? @jharden13 drops it to @biggame_08!,24,38,2,0,[],"['@jharden13', '@biggame_08!']"
390,,32101365,11/12/2018,Monday,11,12,21:47,21,8,Video,@zachlavine8 takes flight for the @chicagobulls!,22,48,2,0,[],"['@zachlavine8', '@chicagobulls!']"
391,,32101365,11/12/2018,Monday,11,12,20:23,20,7,Video,@djstephens30 gets UP in warmups for the @memgrizz!,25,51,2,0,[],"['@djstephens30', '@memgrizz!']"
392,,32048189,11/11/2018,Sunday,11,11,0:05,0,1,Video,@zo hits ahead to @kingjames for the deep oop!,20,46,2,0,[],"['@zo', '@kingjames']"
393,,32048189,11/10/2018,Saturday,11,10,11:16,11,4,Video,The bigger game-changer... ?? DUNKS or ???? THREES? #ThisIsWhyWePlay,31,68,0,1,['#ThisIsWhyWePlay'],[]
394,,32024140,11/9/2018,Friday,11,9,22:32,22,8,Video,@karltowns with the LEFT ??,19,27,1,0,[],['@karltowns']
395,,31976732,11/8/2018,Thursday,11,8,0:15,0,1,Video,@zo cuts for the oop from @1ingram4!,21,36,2,0,[],"['@zo', '@1ingram4!']"
396,,31976732,11/7/2018,Wednesday,11,7,21:43,21,8,Video,@kingjames gets shots up ahead of tonightís @nbaonespn @lakers action!,24,70,3,0,[],"['@kingjames', '@nbaonespn', '@lakers']"
397,,31976732,11/7/2018,Wednesday,11,7,21:25,21,8,Video,@vicoladipo buries the tough shot for 24 first-half points @nbaonespn!,24,70,2,0,[],"['@vicoladipo', '@nbaonespn!']"
398,,31953291,11/6/2018,Tuesday,11,6,20:30,20,7,Video,@_kw15 ???? off the dribble to the rack!,21,40,1,0,[],['@_kw15']
399,,31923970,11/5/2018,Monday,11,5,22:44,22,8,Video,@zachlavine8 goes off for 41 in the @chicagobulls double-OT victory!,28,68,2,0,[],"['@zachlavine8', '@chicagobulls']"
400,,31923970,11/5/2018,Monday,11,5,22:26,22,8,Video,Did you catch what @kyrieirving did??,20,37,1,0,[],['@kyrieirving']
401,,31923970,11/5/2018,Monday,11,5,21:55,21,8,Video,@andredrummonddís tip sends the @detroitpistons to OT!,19,54,2,0,[],"['@andredrummonddís', '@detroitpistons']"
402,,31923970,11/5/2018,Monday,11,5,21:41,21,8,Video,Terrance Ferguson completes the @okcthunder break with a ???? bang!,25,67,1,0,[],['@okcthunder']
403,,31902987,11/4/2018,Sunday,11,4,22:56,22,8,Video,Championship brotherhood... @kingjames x @chrisbosh!,23,52,2,0,[],"['@kingjames', '@chrisbosh!']"
404,,31902987,11/4/2018,Sunday,11,4,17:33,17,6,Photo,@giannis_an34 notches his 2nd triple-double of the season (11th career) for the @bucks! #TripleDoubleAlert,33,106,2,1,['#TripleDoubleAlert'],"['@giannis_an34', '@bucks!']"
405,,31902987,11/4/2018,Sunday,11,4,17:24,17,6,Video,"No.2 in the NBA in scoring, @joelembiid (29.6 PPG) prepares for tonightís @sixers game vs. @brooklynnets. Watch at 6pm/et on NBA League Pass.",41,141,3,0,[],"['@joelembiid', '@sixers', '@brooklynnets.']"
406,,31876549,11/3/2018,Saturday,11,3,23:58,23,8,Video,No-look @rajonrondo to cap a 14-0 run! #LakeShow,26,48,1,1,['#LakeShow'],['@rajonrondo']
407,,31876549,11/3/2018,Saturday,11,3,23:28,23,8,Video,@thats_g_ & Nikola Jokic GIVE íNí GO!,23,37,1,0,[],['@thats_g_']
408,,31876549,11/3/2018,Saturday,11,3,21:06,21,8,Video,@traeyoung catches & fires to @kevin_huerter! #NBARooks ??,27,58,2,1,['#NBARooks'],"['@traeyoung', '@kevin_huerter!']"
409,,31876549,11/3/2018,Saturday,11,3,2:33,2,1,Album,16 teams in action Friday night!,19,32,0,0,[],[]
410,,31847136,11/2/2018,Friday,11,2,22:19,22,8,Video,@23.savage23 elevates for the reverse flush!,18,44,1,0,[],['@23.savage23']
411,,31847136,11/2/2018,Friday,11,2,20:59,20,7,Video,@cp3 closes out the first half in style for @houstonrockets!,20,60,2,0,[],"['@cp3', '@houstonrockets!']"
412,,31847136,11/2/2018,Friday,11,2,12:17,12,5,Video,@russwest44 and @johnwall! Two of the NBAís fastest point guards face off TONIGHT. @washwizards host @okcthunder at 8pm/et on ESPN.,40,131,4,0,[],"['@russwest44', '@johnwall!', '@washwizards', '@okcthunder']"
413,,31812793,11/2/2018,Friday,11,2,2:00,2,1,Album,Swipe to recap Thursdayís 6-game slate!,24,39,0,0,[],[]
414,,31812793,11/1/2018,Thursday,11,1,19:42,19,7,Video,@russwest44 to the RIM! #ThunderUp,21,34,1,1,['#ThunderUp'],['@russwest44']
415,,31784770,11/1/2018,Thursday,11,1,0:38,0,1,Video,@kingjames handles setup the jumper! #LakeShow,24,46,1,1,['#LakeShow'],['@kingjames']
416,,31784770,10/31/2018,Wednesday,10,31,23:32,23,8,Video,An emotional Derrick Rose discusses his 50-point night! #ThisIsWhyWePlay,31,72,0,1,['#ThisIsWhyWePlay'],[]
417,,31784770,10/31/2018,Wednesday,10,31,22:55,22,8,Video,@paulmillsap4 wins it for the @nuggets with 0.1 seconds remaining in OT! #MileHighBasketball,33,92,2,1,['#MileHighBasketball'],"['@paulmillsap4', '@nuggets']"
418,,31784770,10/31/2018,Wednesday,10,31,20:35,20,7,Photo,Jason Voorhees... or @kingjames??,18,33,1,0,[],['@kingjames??']
419,,31689574,10/28/2018,Sunday,10,28,22:18,22,8,Video,BINGO! @shai knocks it down from halfcourt! #KiaTipOff18,30,56,1,1,['#KiaTipOff18'],['@shai']
