,Engagements,Followers at Posting,Date,Day of Week,Day,Month,Time,Hour,Hour_bucket,Type,Description,unique_word_count,character_count,Tag_Number,Hashtag_Number,Tags,Hashtags
2919,670606,32185058,11/15/2018,4,15,11,14:06,14,5,Video,"?? @jharden13 operate in the pick & roll! #NBABreakdown
...
??:@warriors/@houstonrockets
?:8:00pm/et ??:@nbaontnt",,113,4,1,"['@jharden13', '@warriors/@houstonrockets', '@nbaontnt']",['#NBABreakdown']
2920,320663,32185058,11/15/2018,4,15,11,10:59,10,4,Photo,"Join us in wishing @KarlTowns of the @Timberwolves a HAPPY 23rd BIRTHDAY! 
#NBABDAY #AllEyesNorth",,97,2,2,"['@KarlTowns', '@Timberwolves']","['#NBABDAY', '#AllEyesNorth']"
2921,651911,32163953,11/15/2018,4,15,11,2:35,2,1,Video,@ygtrece puts up a season-high 35 in 28 minutes of action for the @okcthunder!,,78,2,0,"['@ygtrece', '@okcthunder!']",[]
2922,879228,32163953,11/15/2018,4,15,11,1:41,1,1,Video,@kingjames puts up 44/10/9 to lead @lakers to fourth straight victory!,,70,2,0,"['@kingjames', '@lakers']",[]
2923,971701,32163953,11/15/2018,4,15,11,1:00,1,1,Video,"With this and-one play, @kingjames passes Wilt Chamberlain for 5th on the all-time scoring list! #thisiswhyweplay",,113,1,1,['@kingjames'],['#thisiswhyweplay']
2924,485925,32163953,11/15/2018,4,15,11,0:54,0,1,Photo,"Congrats to @KingJames of the @Lakers for moving up to 5th on the NBAís ALL-TIME SCORING list! 
#LakeShow #ThisIsWhyWePlay",,122,2,2,"['@KingJames', '@Lakers']","['#LakeShow', '#ThisIsWhyWePlay']"
2925,696478,32163953,11/14/2018,3,14,11,23:53,23,8,Video,@lukadoncic with the trickery!,,30,1,0,['@lukadoncic'],[]
2926,939334,32163953,11/14/2018,3,14,11,23:46,23,8,Video,@kingjames with the dime & SWAT!,,32,1,0,['@kingjames'],[]
2927,327895,32163953,11/14/2018,3,14,11,22:52,22,8,Album,"The @okcthunder, @orlandomagic & @lakers debut their #NIKExNBA City Edition unis! (TAP to SHOP)",,95,3,1,"['@okcthunder,', '@orlandomagic', '@lakers']",['#NIKExNBA']
2928,769731,32163953,11/14/2018,3,14,11,22:32,22,8,Video,In boots! #HoopsForTroops,,25,0,1,[],['#HoopsForTroops']
2929,645743,32163953,11/14/2018,3,14,11,22:06,22,8,Video,@y0bull floats in the #TissotBuzzerBeater for the @detroitpistons win! #ThisIsYourTime,,86,2,2,"['@y0bull', '@detroitpistons']","['#TissotBuzzerBeater', '#ThisIsYourTime']"
2930,635337,32163953,11/14/2018,3,14,11,21:45,21,8,Video,@lukadoncic beats the first-half buzzer for the @dallasmavs!,,60,2,0,"['@lukadoncic', '@dallasmavs!']",[]
2931,696478,32163953,11/14/2018,3,14,11,21:28,21,8,Video,Terrence Rossí triple puts the @orlandomagic ahead!,,51,1,0,['@orlandomagic'],[]
2932,356116,32163953,11/14/2018,3,14,11,21:26,21,8,Photo,@joelembiid records his first career triple-double with 19p/13r/10a. #TripleDoubleAlert,,87,1,1,['@joelembiid'],['#TripleDoubleAlert']
2933,391854,32163953,11/14/2018,3,14,11,21:17,21,8,Photo,#HereTheyCome,,13,0,1,[],['#HereTheyCome']
2934,696478,32163953,11/14/2018,3,14,11,21:16,21,8,Video,@fredvanvleet goes in & out in transition!,,42,1,0,['@fredvanvleet'],[]
2935,635337,32163953,11/14/2018,3,14,11,21:00,21,8,Video,Western Conference Player of the Week @3jmccollum & the @trailblazers seek their 5th straight win (10:30pm/et ESPN)!,,116,2,0,"['@3jmccollum', '@trailblazers']",[]
2936,635337,32163953,11/14/2018,3,14,11,20:57,20,7,Video,@lukadoncic protects the paint for the @dallasmavs!,,51,2,0,"['@lukadoncic', '@dallasmavs!']",[]
2937,781652,32163953,11/14/2018,3,14,11,20:16,20,7,Video,@kingjames & the @lakers seek their 4th straight win as they host the @trailblazers (10:30pm/et ESPN)... will they get it??,,123,3,0,"['@kingjames', '@lakers', '@trailblazers']",[]
2938,921132,32163953,11/14/2018,3,14,11,20:09,20,7,Video,@kyrieirving punches it ahead to @fchwpo for the ?? SLAM!,,57,2,0,"['@kyrieirving', '@fchwpo']",[]
2939,696478,32163953,11/14/2018,3,14,11,20:08,20,7,Video,Does @kyle_lowry7 have the best intro in the league?,,52,1,0,['@kyle_lowry7'],[]
2940,323639,32163953,11/14/2018,3,14,11,19:21,19,7,Photo,@jimmybutler makes his @sixers debut LIVE on NBA League Pass! (TAP to SHOP),,75,2,0,"['@jimmybutler', '@sixers']",[]
2941,487902,32163953,11/14/2018,3,14,11,16:56,16,6,Video,"?? @damianlillard & @3jmccollum play off of each other! #NBABreakdown
...
??:@trailblazers/@lakers
?:10:30pm/et ??:@nbaonespn",,125,5,1,"['@damianlillard', '@3jmccollum', '@trailblazers/@lakers', '@nbaonespn']",['#NBABreakdown']
2942,535421,32163953,11/14/2018,3,14,11,14:34,14,5,Video,Ahead of tonightís @pelicansnba action (8pm/et on ESPN vs. @timberwolves)... get familiar with @antdavis23!,,107,3,0,"['@pelicansnba', '@timberwolves)...', '@antdavis23!']",[]
2943,432827,32132900,11/14/2018,3,14,11,1:07,1,1,Album,"The @houstonrockets, @cavs and @warriors are each victorious Tuesday night!",,75,3,0,"['@houstonrockets,', '@cavs', '@warriors']",[]
2944,789825,32132900,11/14/2018,3,14,11,0:04,0,1,Video,She said YES! #HoopsForTroops,,29,0,1,[],['#HoopsForTroops']
2945,422715,32132900,11/13/2018,2,13,11,22:04,22,8,Album,The @cavs and @nuggets debut their 2018 #NIKExNBA City Edition unis! (TAP to SHOP),,82,2,1,"['@cavs', '@nuggets']",['#NIKExNBA']
2946,696491,32132900,11/13/2018,2,13,11,21:25,21,8,Video,@cp3 with the rock!,,19,1,0,['@cp3'],[]
2947,635348,32132900,11/13/2018,2,13,11,20:36,20,7,Video,@collinyoungbull takes it to the cup for the @cavs!,,51,2,0,"['@collinyoungbull', '@cavs!']",[]
2948,297229,32132900,11/13/2018,2,13,11,12:57,12,5,Photo,@jimmybutler debuts his new @sixers threads! (TAP to SHOP),,58,2,0,"['@jimmybutler', '@sixers']",[]
2949,572845,32132900,11/13/2018,2,13,11,12:06,12,5,Video,@traeyoung brings his handles to The Bay as the @atlhawks visit the @warriors 10:30pm/et @nbatv! ....who does #IceTraeís game remind you of?,,140,4,1,"['@traeyoung', '@atlhawks', '@warriors', '@nbatv!']",['#IceTraeís']
2950,424118,32101365,11/13/2018,2,13,11,2:01,2,1,Album,Swipe through to recap Mondayís nine games!,,43,0,0,[],[]
2951,679734,32101365,11/13/2018,2,13,11,1:20,1,1,Video,"Led by @louwillville, the @laclippers pull away from the @warriors in OT!",,73,3,0,"['@louwillville,', '@laclippers', '@warriors']",[]
2952,385438,32101365,11/13/2018,2,13,11,1:19,1,1,Album,BASKETBALL ROYALTY at @staplescenterla! #ThisIsWhyWePlay,,56,1,1,['@staplescenterla!'],['#ThisIsWhyWePlay']
2953,408577,32101365,11/13/2018,2,13,11,0:53,0,1,Photo,@easymoneysniper notches his first triple-double of the season for the @warriors with 33p/11r/10a! #TripleDoubleAlert,,117,2,1,"['@easymoneysniper', '@warriors']",['#TripleDoubleAlert']
2954,714673,32101365,11/13/2018,2,13,11,0:44,0,1,Video,@andre shows off the BOUNCE in year 15!,,39,1,0,['@andre'],[]
2955,714673,32101365,11/13/2018,2,13,11,0:13,0,1,Video,"Professional bucket-getter, @louwillville!",,42,1,0,['@louwillville!'],[]
2956,745148,32101365,11/13/2018,2,13,11,0:07,0,1,Video,@dameologyís SWAT sparks the @warriors break!,,45,2,0,"['@dameologyís', '@warriors']",[]
2957,651935,32101365,11/13/2018,2,13,11,0:01,0,1,Video,@andre punches it home off the @klaythompson dish!,,50,2,0,"['@andre', '@klaythompson']",[]
2958,393848,32101365,11/12/2018,1,12,11,22:58,22,8,Photo,@easymoneysniper & the @warriors debut their 2018 #NIKExNBA City Edition uni! (TAP to SHOP),,91,2,1,"['@easymoneysniper', '@warriors']",['#NIKExNBA']
2959,696503,32101365,11/12/2018,1,12,11,21:55,21,8,Video,@mac11 creates space with the handles!,,38,1,0,['@mac11'],[]
2960,635360,32101365,11/12/2018,1,12,11,21:40,21,8,Video,?? @easymoneysniper spins through warmups for tonightís @nbatv action in LA!,,76,2,0,"['@easymoneysniper', '@nbatv']",[]
2961,829358,32101365,11/12/2018,1,12,11,21:13,21,8,Video,"OK, we see you! ??",,18,0,0,[],[]
2962,635360,32101365,11/12/2018,1,12,11,20:47,20,7,Video,@bradbeal3 dimes it to @dwighthoward!,,37,2,0,"['@bradbeal3', '@dwighthoward!']",[]
2963,696503,32101365,11/12/2018,1,12,11,20:42,20,7,Video,@justholla7 crosses into the lane for the TOUGH shot!,,53,1,0,['@justholla7'],[]
2964,635360,32101365,11/12/2018,1,12,11,20:07,20,7,Video,@the_1_dragon criss-crosses into the lane for the @miamiheat!,,61,2,0,"['@the_1_dragon', '@miamiheat!']",[]
2965,591756,32101365,11/12/2018,1,12,11,17:39,17,6,Video,@milosteodosic4 or @markellefultz... who had your favorite assist of the week?? #StateFarmAssists,,97,2,1,"['@milosteodosic4', '@markellefultz...']",['#StateFarmAssists']
2966,354702,32101365,11/12/2018,1,12,11,13:02,13,5,Album,"As we enter Week 5 of the 2018 season, we check in with stat leaders through Week 4... who stands out?",,102,0,0,[],[]
2967,660262,32101365,11/12/2018,1,12,11,10:14,10,4,Video,We celebrate @russwest44ís 30th birthday with his best action! #NBABDAY,,71,1,1,['@russwest44ís'],['#NBABDAY']
2968,308237,32101365,11/12/2018,1,12,11,8:34,8,3,Photo,Join us in wishing @russwest44 of the @okcthunder a HAPPY 30th BIRTHDAY! #NBABDAY,,81,2,1,"['@russwest44', '@okcthunder']",['#NBABDAY']
2969,715163,32101365,11/12/2018,1,12,11,3:48,3,2,Video,@jharden13 goes off for 40p/9a/7r to lead the @houstonrockets to victory!,,73,2,0,"['@jharden13', '@houstonrockets']",[]
2970,802087,32073184,11/12/2018,1,12,11,1:16,1,1,Video,@kingjames on tonightís 1-pt @lakers win and @tysonchandlerís impact!,,69,3,0,"['@kingjames', '@lakers', '@tysonchandlerís']",[]
2971,963892,32073184,11/12/2018,1,12,11,0:43,0,1,Video,Vince Carter and @kingjames trade dunks late in a wild finish!,,62,1,0,['@kingjames'],[]
2972,418027,32073184,11/12/2018,1,12,11,0:39,0,1,Album,Swipe through to recap Sundayís six games!,,42,0,0,[],[]
2973,651947,32073184,11/12/2018,1,12,11,0:24,0,1,Video,@tysonchandlerís block saves the @lakers win!,,45,2,0,"['@tysonchandlerís', '@lakers']",[]
2974,789854,32073184,11/12/2018,1,12,11,0:06,0,1,Video,Mutual respect after a hard fought game! #ThisIsWhyWePlay,,57,0,1,[],['#ThisIsWhyWePlay']
2975,810070,32073184,11/11/2018,0,11,11,23:42,23,8,Video,?? Brook Lopez buries a career-high 8 triples for the @bucks!,,61,1,0,['@bucks!'],[]
2976,996626,32073184,11/11/2018,0,11,11,23:14,23,8,Video,?? @kingjames leads @kuz to the bucket!,,39,2,0,"['@kingjames', '@kuz']",[]
2977,680305,32073184,11/11/2018,0,11,11,22:59,22,8,Video,@jaytatum0 steps back for the @celtics triple!,,46,2,0,"['@jaytatum0', '@celtics']",[]
2978,917522,32073184,11/11/2018,0,11,11,22:44,22,8,Video,@zo & @kingjames out & running!,,31,2,0,"['@zo', '@kingjames']",[]
2979,337308,32073184,11/11/2018,0,11,11,22:36,22,8,Album,The @nyknicks and @trailblazers debuted their #NIKExNBA City Edition unis tonight! (TAP to SHOP),,96,2,1,"['@nyknicks', '@trailblazers']",['#NIKExNBA']
2980,817543,32073184,11/11/2018,0,11,11,22:26,22,8,Video,Just a tad late!,,16,0,0,[],[]
2981,680305,32073184,11/11/2018,0,11,11,21:55,21,8,Video,@nyknicks rook @23.savage23 recovers for his 8th denial of the night!!,,70,2,0,"['@nyknicks', '@23.savage23']",[]
2982,738957,32073184,11/11/2018,0,11,11,21:51,21,8,Video,@nyknicks rook @kknox_23 ??,,27,2,0,"['@nyknicks', '@kknox_23']",[]
2983,680305,32073184,11/11/2018,0,11,11,21:36,21,8,Video,@damianlillard powers through the lane for the @trailblazers!,,61,2,0,"['@damianlillard', '@trailblazers!']",[]
2984,824211,32073184,11/11/2018,0,11,11,21:33,21,8,Video,"ìWhatís up, young fella!î #ThisIsWhyWePlay",,42,0,1,[],['#ThisIsWhyWePlay']
2985,456320,32073184,11/11/2018,0,11,11,21:28,21,8,Photo,@kingjames laces up for tonightís @lakers action on NBA League Pass! #NBAKICKS,,78,2,1,"['@kingjames', '@lakers']",['#NBAKICKS']
2986,746285,32073184,11/11/2018,0,11,11,20:03,20,7,Video,@ccapela15 crushes it home off the @jharden13 dish!,,51,2,0,"['@ccapela15', '@jharden13']",[]
2987,917522,32073184,11/11/2018,0,11,11,19:44,19,7,Video,"Coming off 25 in last nightís @lakers W, @kingjames gets loose for tonightís action on NBA League Pass!",,103,2,0,"['@lakers', '@kingjames']",[]
2988,685854,32073184,11/11/2018,0,11,11,19:12,19,7,Video,@traeyoung gets loose for tonightís @atlhawks action in LA! #NBARooks,,69,2,1,"['@traeyoung', '@atlhawks']",['#NBARooks']
2989,694593,32073184,11/11/2018,0,11,11,18:33,18,7,Video,Vince Carter brings back some classics for tonightís @atlhawks action! #NBAKicks,,80,1,1,['@atlhawks'],['#NBAKicks']
2990,748373,32073184,11/11/2018,0,11,11,17:38,17,6,Video,"?? @milesbridges, you are cleared for takeoff! ??",,49,1,0,"['@milesbridges,']",[]
2991,372818,32073184,11/11/2018,0,11,11,11:45,11,4,Photo,"Happy #VeteransDay! The NBA thanks all who have & continue to serve our country! #HoopsForTroops 
NBA.com/hoopsfortroops",,120,0,2,[],"['#VeteransDay!', '#HoopsForTroops']"
2992,698053,32073184,11/11/2018,0,11,11,2:42,2,1,Video,@zachlavine8 knows how to finish at the rim for the @chicagobulls!!,,67,2,0,"['@zachlavine8', '@chicagobulls!!']",[]
2993,417670,32073184,11/11/2018,0,11,11,1:21,1,1,Album,"20 teams in action, 10 winners Saturday night!",,46,0,0,[],[]
2994,845728,32048189,11/11/2018,0,11,11,0:34,0,1,Video,"If you take it, you can have it! #ThisIsWhyWePlay",,49,0,1,[],['#ThisIsWhyWePlay']
2995,745787,32048189,11/10/2018,6,10,11,23:08,23,8,Video,@pr00fessortrill with the STEAL & SLAM!,,39,1,0,['@pr00fessortrill'],[]
2996,272644,32048189,11/10/2018,6,10,11,22:22,22,8,Album,The @chicagobulls @laclippers @memgrizz @spurs & @dallasmavs debuted their 2018-19 #NIKExNBA City Edition unis tonight! (TAP to SHOP),,133,5,1,"['@chicagobulls', '@laclippers', '@memgrizz', '@spurs', '@dallasmavs']",['#NIKExNBA']
2997,745787,32048189,11/10/2018,6,10,11,22:04,22,8,Video,Terrance Ferguson punches home the @okcthunder putback!,,55,1,0,['@okcthunder'],[]
2998,745787,32048189,11/10/2018,6,10,11,21:47,21,8,Video,You gotta box out @zachlavine8!,,31,1,0,['@zachlavine8!'],[]
2999,745787,32048189,11/10/2018,6,10,11,21:46,21,8,Video,What a pass by @joelembiid!,,27,1,0,['@joelembiid!'],[]
3000,680317,32048189,11/10/2018,6,10,11,21:13,21,8,Video,@officialeg10 returns to the @houstonrockets lineup with a BANG!,,64,2,0,"['@officialeg10', '@houstonrockets']",[]
3001,745787,32048189,11/10/2018,6,10,11,20:45,20,7,Video,@markellefultz attack the rim in Memphis!,,41,1,0,['@markellefultz'],[]
3002,680317,32048189,11/10/2018,6,10,11,20:24,20,7,Video,?? @zachlavine8 shows out for the @chicagobulls!,,48,2,0,"['@zachlavine8', '@chicagobulls!']",[]
3003,745787,32048189,11/10/2018,6,10,11,19:26,19,7,Video,@jrue_holiday11 uses the window!,,32,1,0,['@jrue_holiday11'],[]
3004,628502,32048189,11/10/2018,6,10,11,18:15,18,7,Video,@louwillville for the @laclippers OT win!,,41,2,0,"['@louwillville', '@laclippers']",[]
3005,330110,32048189,11/10/2018,6,10,11,18:13,18,7,Photo,"A tribute to @ralph, @trezz24 & the @laclippers debut their #NIKExNBA City Edition uni!",,87,3,1,"['@ralph,', '@trezz24', '@laclippers']",['#NIKExNBA']
3006,748386,32048189,11/10/2018,6,10,11,17:57,17,6,Video,Once @giannis_an34 gets into the lane.... ??,,44,1,0,['@giannis_an34'],[]
3007,628502,32048189,11/10/2018,6,10,11,16:42,16,6,Video,@giannis_an34 gets into the lane off the dribble for the @bucks SLAM!,,69,2,0,"['@giannis_an34', '@bucks']",[]
3008,748386,32048189,11/10/2018,6,10,11,16:25,16,6,Video,?? @timmyjr10,,13,1,0,['@timmyjr10'],[]
3009,628502,32048189,11/10/2018,6,10,11,15:55,15,6,Video,Pick & Roll 101: by @fredvanvleet & @jvalanciunas!,,50,2,0,"['@fredvanvleet', '@jvalanciunas!']",[]
3010,367591,32048189,11/10/2018,6,10,11,13:52,13,5,Album,As the @raptors and @warriors lead the East & West.... see any surprises?,,73,2,0,"['@raptors', '@warriors']",[]
3011,765243,32048189,11/10/2018,6,10,11,5:37,5,2,Video,"@joelembiid goes off for season-high 42 points, 18 boards & 4 blocks!",,69,1,0,['@joelembiid'],[]
3012,449707,32024140,11/10/2018,6,10,11,0:58,0,1,Album,Swipe through to recap Fridayís NBA action!,,43,0,0,[],[]
3013,635394,32024140,11/9/2018,5,9,11,23:36,23,8,Video,@carislevert floats home the @brooklynnets winner in Denver!,,60,2,0,"['@carislevert', '@brooklynnets']",[]
3014,756593,32024140,11/9/2018,5,9,11,23:29,23,8,Video,?? Jokic with the swat and dime late for the @nuggets!,,54,1,0,['@nuggets!'],[]
3015,696541,32024140,11/9/2018,5,9,11,23:18,23,8,Video,@karltowns with the quick adjustment before the triple!,,55,1,0,['@karltowns'],[]
3016,696541,32024140,11/9/2018,5,9,11,22:58,22,8,Video,"@sdinwiddie_2508 from halfcourt, swish!",,39,1,0,['@sdinwiddie_2508'],[]
3017,272826,32024140,11/9/2018,5,9,11,22:18,22,8,Album,"The @sixers, @miamiheat, @atlhawks & @utahjazz debuted their 2018-19 #NIKExNBA City Edition unis tonight! (TAP to SHOP)",,119,4,1,"['@sixers,', '@miamiheat,', '@atlhawks', '@utahjazz']",['#NIKExNBA']
3018,532482,32024140,11/9/2018,5,9,11,21:34,21,8,Video,DUNK OF THE SEASON? #2WayPlayer @devinrob1nson submits his application for #NBAGLeague SLAM of the year ?? @gatorsmbk ?? @capitalcitygogo ?? @washwizards (repost @nbagleague),,174,5,2,"['@devinrob1nson', '@gatorsmbk', '@capitalcitygogo', '@washwizards', '@nbagleague)']","['#2WayPlayer', '#NBAGLeague']"
3019,696541,32024140,11/9/2018,5,9,11,21:25,21,8,Video,"The spin, up & under by @blakegriffin23!",,40,1,0,['@blakegriffin23!'],[]
3020,579615,32024140,11/9/2018,5,9,11,21:01,21,8,Video,@gordonhayward works on his midrange game prior to tonightís @celtics action! 9:30pm/?et @nbaonespn,,99,3,0,"['@gordonhayward', '@celtics', '@nbaonespn']",[]
3021,696541,32024140,11/9/2018,5,9,11,20:44,20,7,Video,"Nice hustle, @markellefultz!",,28,1,0,['@markellefultz!'],[]
3022,330331,32024140,11/9/2018,5,9,11,20:13,20,7,Photo,@bensimmons & the @sixers debut their new #NIKExNBA City Edition uni!,,69,2,1,"['@bensimmons', '@sixers']",['#NIKExNBA']
3023,690175,32024140,11/9/2018,5,9,11,20:08,20,7,Video,?? @tjmcconnell on the money to @bensimmons!,,44,2,0,"['@tjmcconnell', '@bensimmons!']",[]
3024,696541,32024140,11/9/2018,5,9,11,19:58,19,7,Video,@andredrummondd the defender or disher??,,40,1,0,['@andredrummondd'],[]
3025,275016,32024140,11/9/2018,5,9,11,19:53,19,7,Photo,?? ?? @michaelbjordan x @tessamaethompson checking out @sixers vs. @hornets action! #NBACelebRow,,96,4,1,"['@michaelbjordan', '@tessamaethompson', '@sixers', '@hornets']",['#NBACelebRow']
3026,488463,32024140,11/9/2018,5,9,11,18:26,18,7,Video,"No.2 in the NBA in both scoring (28.1 PPG) and 3PM per game (4.2), @_kw15 gets loose for @hornets @nbatv action in Philly vs. @sixers!",,134,4,0,"['@_kw15', '@hornets', '@nbatv', '@sixers!']",[]
3027,530576,32024140,11/9/2018,5,9,11,17:20,17,6,Video,HIGH-FLYING ??... the BEST career dunks from @jaytatum0 & @spidadmitchell ahead of @celtics/@utahjazz action on ESPN (9:30pm/et)!,,129,4,0,"['@jaytatum0', '@spidadmitchell', '@celtics/@utahjazz']",[]
3028,348534,32024140,11/9/2018,5,9,11,12:33,12,5,Album,?? the #NBARooks STAT LEADERS through last nightís action ....any surprises?,,76,0,1,[],['#NBARooks']
3029,723842,32024140,11/9/2018,5,9,11,9:30,9,4,Video,"Inspired by the culture-shaping musicians, artists, and visionaries who define the fabric of a community, #NIKExNBA City Edition jerseys tell the stories of the fearless collectives that have their teamís back.  City Edition jerseys for all 30 teams... available now at NBAStore.com! WHICH IS YOUR FAVE?",,303,0,1,[],['#NIKExNBA']
3030,346419,31999929,11/9/2018,5,9,11,1:01,1,1,Album,"The @bucks, @okcthunder, @celtics & @trailblazers each win on Thursday night!",,77,4,0,"['@bucks,', '@okcthunder,', '@celtics', '@trailblazers']",[]
3031,696554,31999929,11/8/2018,4,8,11,23:56,23,8,Video,@shai hesitates baseline for the SLAM!,,38,1,0,['@shai'],[]
3032,635406,31999929,11/8/2018,4,8,11,23:54,23,8,Video,@giannis_an34 with the SWAT @nbaontnt!,,38,2,0,"['@giannis_an34', '@nbaontnt!']",[]
3033,848112,31999929,11/8/2018,4,8,11,23:53,23,8,Video,@kyrieirving puts up 39 to lead the @celtics 22-point comeback!,,63,2,0,"['@kyrieirving', '@celtics']",[]
3034,635406,31999929,11/8/2018,4,8,11,23:32,23,8,Video,"Once down 22, the @celtics force OT with this @foestar13 triple!",,64,2,0,"['@celtics', '@foestar13']",[]
3035,769814,31999929,11/8/2018,4,8,11,21:35,21,8,Video,The brotherhood... #ThisIsWhyWePlay,,35,0,1,[],['#ThisIsWhyWePlay']
3036,509301,31999929,11/8/2018,4,8,11,17:50,17,6,Video,@giannis_an34 & @easymoneysniper take centerstage in @bucks/@warriors 10:30pm/et @nbaontnt!,,91,5,0,"['@giannis_an34', '@easymoneysniper', '@bucks/@warriors', '@nbaontnt!']",[]
3037,637620,31999929,11/8/2018,4,8,11,15:30,15,6,Video,"Any given night, you can see something very special! (??:@bronzewhale|@unitedmasters)",,85,2,0,['@bronzewhale|@unitedmasters)'],[]
3038,580949,31999929,11/8/2018,4,8,11,13:18,13,5,Video,"@stephencurry30, @blakegriffin23, Derrick Rose & @klaythompson... we showcase the seasonís early #GameChangers!",,111,3,1,"['@stephencurry30,', '@blakegriffin23,', '@klaythompson...']",['#GameChangers!']
3039,648982,31999929,11/8/2018,4,8,11,10:16,10,4,Video,Itís not over ëtil itís over! ?? Some of the clutch shots to start the season! (??:@aarontaos|@unitedmasters),,109,2,0,['@aarontaos|@unitedmasters)'],[]
3040,434431,31999929,11/8/2018,4,8,11,1:42,1,1,Album,Swipe through to recap Wednesdayís 10 games!,,44,0,0,[],[]
3041,290218,31999929,11/8/2018,4,8,11,1:31,1,1,Photo,?? monster numbers by @hassanwhiteside for the @miamiheat!,,58,2,0,"['@hassanwhiteside', '@miamiheat!']",[]
3042,769828,31976732,11/7/2018,3,7,11,23:09,23,8,Video,#HeadbandBron rises UP for the SLAM!,,36,0,1,[],['#HeadbandBron']
3043,696566,31976732,11/7/2018,3,7,11,23:02,23,8,Video,@karltowns comes in for the SWAT!,,33,1,0,['@karltowns'],[]
3044,391372,31976732,11/7/2018,3,7,11,22:21,22,8,Photo,#HeadbandBron back!,,19,0,1,[],['#HeadbandBron']
3045,696566,31976732,11/7/2018,3,7,11,22:18,22,8,Video,@spidadmitchell punishes the rim!!,,34,1,0,['@spidadmitchell'],[]
3046,635417,31976732,11/7/2018,3,7,11,22:05,22,8,Video,@traeyoung spins for the @atlhawks bucket!,,42,2,0,"['@traeyoung', '@atlhawks']",[]
3047,690200,31976732,11/7/2018,3,7,11,22:02,22,8,Video,?? @dsabonis11 rocks the rim for the @pacers! ??,,48,2,0,"['@dsabonis11', '@pacers!']",[]
3048,756621,31976732,11/7/2018,3,7,11,21:15,21,8,Video,?? @youngheirgordon rises up with the Mailman tribute! ??,,57,1,0,['@youngheirgordon'],[]
3049,690200,31976732,11/7/2018,3,7,11,20:51,20,7,Video,????????????????????????????????Protecting the paint... @hassanwhiteside SWATS EIGHT SHOTS in the first half for the @miamiheat!,,128,2,0,"['@hassanwhiteside', '@miamiheat!']",[]
3050,756621,31976732,11/7/2018,3,7,11,20:18,20,7,Video,"?? Not bad, @joelembiid!",,24,1,0,['@joelembiid!'],[]
3051,650521,31976732,11/7/2018,3,7,11,20:14,20,7,Video,@jimmybutler & @kingjames arrive for tonightís @timberwolves/@lakers action @espn!,,82,5,0,"['@jimmybutler', '@kingjames', '@timberwolves/@lakers', '@espn!']",[]
3052,635417,31976732,11/7/2018,3,7,11,19:49,19,7,Video,@andredrummondd beats the buzzer with the @detroitpistons triple!,,65,2,0,"['@andredrummondd', '@detroitpistons']",[]
3053,323241,31976732,11/7/2018,3,7,11,19:24,19,7,Photo,#GameChanger @vicoladipo dressed to impress rocking @expressmen for game day in Indiana!,,88,2,1,"['@vicoladipo', '@expressmen']",['#GameChanger']
3054,535489,31976732,11/7/2018,3,7,11,18:33,18,7,Video,"Averaging 23 PPG for the season, Week 3 Eastern Conference Player of the Week @vicoladipo prepares for tonightís @pacers game vs. @sixers!",,138,3,0,"['@vicoladipo', '@pacers', '@sixers!']",[]
3055,581656,31976732,11/7/2018,3,7,11,17:46,17,6,Video,"Ahead of tonightís @pacers action, we showcase @vicoladipo on the defensive end! ...
??:Sixers/Pacers
?:8:00pm/et ??:@nbaonespn",,127,3,0,"['@pacers', '@vicoladipo', '@nbaonespn']",[]
3056,586401,31976732,11/7/2018,3,7,11,14:07,14,5,Video,"?? the @lakers move the ball for the @kuz SLAM! #NBABreakdown
...
??:Timberwolves/Lakers
?:10:30pm/et ??:@nbaonespn",,115,3,1,"['@lakers', '@kuz', '@nbaonespn']",['#NBABreakdown']
3057,654287,31976732,11/7/2018,3,7,11,11:13,11,4,Video,"?? the @sixers on both ends! #NBABreakdown
...
??:Sixers/Pacers
?:8:00pm/et ??:@nbaonespn",,89,2,1,"['@sixers', '@nbaonespn']",['#NBABreakdown']
3058,651994,31976732,11/7/2018,3,7,11,2:35,2,1,Video,"@3jmccollum puts up 40, including 19 in the 3rd, to lead the @trailblazers!",,75,2,0,"['@3jmccollum', '@trailblazers!']",[]
3059,272985,31953291,11/7/2018,3,7,11,0:31,0,1,Album,"The @trailblazers, @hornets, @brooklynnets & @dallasmavs are each victorious in Tuesdayís action!",,97,4,0,"['@trailblazers,', '@hornets,', '@brooklynnets', '@dallasmavs']",[]
3060,714751,31953291,11/7/2018,3,7,11,0:01,0,1,Video,@3jmccollum with the moves!,,27,1,0,['@3jmccollum'],[]
3061,756634,31953291,11/6/2018,2,6,11,23:01,23,8,Video,?? @desmith4 ??,,15,1,0,['@desmith4'],[]
3062,696579,31953291,11/6/2018,2,6,11,21:52,21,8,Video,@johnwall.. behind his back!,,28,1,0,['@johnwall..'],[]
3063,763614,31953291,11/6/2018,2,6,11,19:50,19,7,Video,Vince Carter spins off the post for the SLAM!,,45,0,0,[],[]
3064,696579,31953291,11/6/2018,2,6,11,19:45,19,7,Video,Look out below.. @milesbridges punishes the rim!,,48,1,0,['@milesbridges'],[]
3065,786290,31953291,11/6/2018,2,6,11,12:22,12,5,Video,?????????????????? ....whatís the best way to celebrate? #ThisIsWhyWePlay,,73,0,1,[],['#ThisIsWhyWePlay']
